,survey,random_order,reason,translation,roy_categorized
2356,ecv2020,2356,MANQUE DE DISPONIBILIT�,LACK OF AVAILABILITY,NA
2357,ecv2020,2357,L'accouchement a eu lieu � domicile et je j'ai jamais amen�e l'enfant au centre pour la vaccination.,The birth took place at home and I never took the child to the center for vaccination.,NA
2358,ecv2020,2358,SEPARATION DE LA MERE  ET LE PERE DE L ENFANT,SEPARATION OF THE MOTHER AND THE FATHER OF THE CHILD,NA
2359,ecv2020,2359,IGNORANCE,Ignorance,NA
2360,ecv2020,2360,MAMAN EN VOYAGE,MOM ON A TRIP,NA
2361,ecv2022,2361,PARESSE DE LA MERE GARDIENNE,LAZINESS OF THE MOTHER GUARDIAN,NA
2362,ecv2020,2362,DEUIL DU MARI,Mourning the husband,NA
2363,ecv2020,2363,OUBLIE DU CALENDRIER VACCINAL,FORGOTTEN VACCINATION SCHEDULE,NA
2364,ecv2020,2364,Enfant a 6 mois il doit poursuivre ses vaccins jusqu'� 9 mois.,The child at 6 months must continue their vaccinations until 9 months.,NA
2365,ecv2020,2365,L'enfant,The child,NA
2366,ecv2020,2366,Je reste en brousse pour faire le champs,I am staying in the bush to tend the field.,NA
2367,ecv2020,2367,D�placement de sa gardienne  Dans le campement agricoles,Movement of her guardian In the agricultural camp,NA
2368,ecv2021,2368,CARTE LAISSEE AILLEURS,CARD LEFT ELSEWHERE,NA
2369,ecv2021,2369,Mère en voyage  pendant  2 mois avec  l’enfant,Mother traveling for 2 months with the child,NA
2370,ecv2021,2370,LA PARESSE,Laziness,NA
2371,ecv2022,2371,REPORT,Report,NA
2372,ecv2020,2372,MAMAN N'A PAS LE TEMPS,MOM DOESN'T HAVE TIME,NA
2373,ecv2020,2373,ARRIVER TARDIVE AU VACCIN,LATE ARRIVAL TO THE VACCINE,NA
2374,ecv2021,2374,MERE  ABSENTE  LES JOURS DE VACCINATION,MOTHER ABSENT ON VACCINATION DAYS,NA
2375,ecv2022,2375,VOYAGE DES PARENTS,PARENTS' TRIP,NA
2376,ecv2021,2376,NOUS ETIONS A LA CAMPAGNE,WE WERE IN THE COUNTRYSIDE,NA
2377,ecv2021,2377,CS S'EST ÉCROULÉ,CS COLLAPSED,NA
2378,ecv2020,2378,MANQUE DE CONFIANCE EN LA VACCINATION,Lack of confidence in vaccination,NA
2379,ecv2022,2379,VILLAGE RIVERAIN SANS FOSA NI INFIRMIERS NI ACTIVITÉS VACCINALES,"RIVERSIDE VILLAGE WITHOUT TOILETS, NURSES, OR VACCINATION ACTIVITIES",NA
2380,ecv2022,2380,VACANCES,HOLIDAYS,NA
2381,ecv2020,2381,EN ATTENTE,PENDING,NA
2382,ecv2020,2382,"Mon fils a tout re�u,j 'ai eu la moustiquaire","My son received everything, I got the mosquito net.",NA
2383,ecv2020,2383,"NOUS VIVONS AU CAMPEMENT POUR SURVEILLER NOS CHAMPS.
NOUS VENONS SEULEMENT LE WEEK END POUR PRIER","WE LIVE AT THE CAMP TO MONITOR OUR FIELDS.
WE ONLY COME ON WEEKENDS TO PRAY.",NA
2384,ecv2020,2384,LA FAMILLE �TAIT AU CAMPEMENT,THE FAMILY WAS AT THE CAMPING GROUND,NA
2385,ecv2020,2385,CRAINTE D'ADMINISTRATION DU VACCIN DE COVID-19,FEAR OF ADMINISTRATION OF THE COVID-19 VACCINE,NA
2386,ecv2020,2386,MANQUES DES JETONS OU CARTES VACCINALE POUR BIEN SUIVRE LES RENDEZ-VOUS,LACK OF TOKENS OR VACCINATION CARDS TO PROPERLY TRACK APPOINTMENTS,NA
2387,ecv2020,2387,ENFANT MOINS  DE 9MOIS CALENDRIER VACCINAL EN COURS(MAIS LE PAPA DE L'ENFANT NE VEUT PAS VACCINE SON ENFANT,CHILD LESS THAN 9 MONTHS VACCINATION SCHEDULE IN PROGRESS (BUT THE CHILD'S FATHER DOES NOT WANT TO VACCINATE HIS CHILD),NA
2388,ecv2021,2388,QUOTA NON ATTEINT,QUOTA NOT REACHED,NA
2389,ecv2021,2389,REFUS,Refusal,NA
2390,ecv2020,2390,Mouvement des parents qui avait que l'enfant puisse manqu� le VPO 0 .,Movement of parents that the child might miss the VPO 0.,NA
2391,ecv2020,2391,"L'ENFANT N'A PAS ENCORE 9
MOIS",THE CHILD IS NOT YET 9 MONTHS OLD,NA
2392,ecv2021,2392,LA MÈRE DIT AVOIR REÇU TOUS LES VACCINS,THE MOTHER SAYS SHE RECEIVED ALL THE VACCINES,NA
2393,ecv2020,2393,Rendez vous ne pas fixe car la chaine de froid est a PANAF,Appointment not fixed because the cold chain is at PANAF.,NA
2394,ecv2022,2394,PARESSE DE LA MERE DE L'ENFANT,THE MOTHER'S LAZINESS OF THE CHILD,NA
2395,ecv2021,2395,LA MÈRE DÉCLARE QUE L'ENFANT A REÇU TOUS LES VACCINS,THE MOTHER STATES THAT THE CHILD HAS RECEIVED ALL THE VACCINATIONS,NA
2396,ecv2021,2396,VOYAGE DE LA MERE,MOTHER'S JOURNEY,NA
2397,ecv2022,2397,VOYAGES DES PARENTS,PARENTS' TRAVELS,NA
2398,ecv2021,2398,RENDEZ-VOUS NON MENTIONNÉES,Unscheduled appointments,NA
2399,ecv2020,2399,Mon fils a re�u tout,My son received everything.,NA
2400,ecv2022,2400,"LE QUOTA POUR OUVRIR LE FLACON DU VACCIN N'ETAIT PAS ATTEINT , AU MOINS 10 ENFANTS","THE QUOTA TO OPEN THE VACCINE VIAL WAS NOT REACHED, AT LEAST 10 CHILDREN",NA
2401,ecv2022,2401,DEPLACEMENT DE LA MÈRE,MOTHER'S MOVEMENT,NA
2402,ecv2022,2402,LOURDEUR DE LA PART DE LA MERE,Heaviness from the mother,NA
2403,ecv2020,2403,LA MAMAN ETAIT SOUFFRANTE,THE MOTHER WAS ILL,NA
2404,ecv2021,2404,VOYAGES INTEMPESTIFS DE LA MERE AVEC SON ENFANT,IMPROMPTU JOURNEYS OF THE MOTHER WITH HER CHILD,NA
2405,ecv2020,2405,"� LA DERNI�RE FOIS, LE SITE D'INJECTION �TAIT GONFL�. � PARTIR DE CE JOUR L�, JE N'AMENE PLUS L'ENFANT AU VACCIN","""THE LAST TIME, THE INJECTION SITE WAS SWOLLEN. FROM THAT DAY ON, I DIDN'T BRING THE CHILD FOR THE VACCINE ANYMORE.""",NA
2406,ecv2020,2406,La maman n'�tait pas disponible lors des autres vaccinations suite a la pr�carit� de la vie,The mother was not available during the other vaccinations due to the precariousness of life.,NA
2407,ecv2020,2407,L'ENFANT NA QUE 7,THE CHILD IS ONLY 7,NA
2408,ecv2022,2408,LA MERE A VOYAGE,THE MOTHER HAS TRAVELED,NA
2409,ecv2020,2409,Parents en d�placement,Parents traveling,NA
2410,ecv2020,2410,Pas de moyen,No way,NA
2411,ecv2020,2411,vins �curie,wines from the winery,NA
2412,ecv2020,2412,LA MAMAN D�CLARE N'AVOIR PAS LE COURAGE D'AMENER L'ENFANT AU VACCIN,THE MOTHER DECLARES SHE DOESN'T HAVE THE COURAGE TO TAKE THE CHILD TO GET VACCINATED,NA
2413,ecv2020,2413,"La m�re n�gligente, elle n'a pas encore eu le temps afin de se rendre au centre. Sur tout qu'elle avait accoucher dans sa r�sidence par une m�re accoucheuse du coin.","The negligent mother, she has not yet had the time to go to the center. Especially since she gave birth at her residence with a local midwife.",NA
2414,ecv2022,2414,MERE DECEDEE,DECEASED MOTHER,NA
2415,ecv2021,2415,GREVE DES INFIRMIERS,Nurses' Strike,NA
2416,ecv2020,2416,NON PRISE EN COMPTE DU RENDEZ-VOUS,APPOINTMENT NOT TAKEN INTO ACCOUNT,NA
2417,ecv2020,2417,Apr�s la vaccination il a beaucoup pleur� et nous avons eu peur de l'amener la prochaine fois.  car il est orphelin d�s la naissance.,"After the vaccination, he cried a lot and we were afraid to bring him next time, because he has been an orphan since birth.",NA
2418,ecv2020,2418,VOUS PENSEZ QUE LE VACCIN FAIT VIVRE �TERNELLEMENT,YOU THINK THE VACCINE MAKES YOU LIVE FOREVER,NA
2419,ecv2022,2419,ELLE A TOUT REÇU,SHE RECEIVED EVERYTHING,NA
2420,ecv2021,2420,PARESSE,LAZINESS,NA
2421,ecv2020,2421,Je passe la plupart de mon temps dans les campements.,I spend most of my time in the camps.,NA
2422,ecv2020,2422,N�gligence de m�re,Mother's negligence,NA
2423,ecv2020,2423,RUPTURE et RESTE VAA et VAR,BREAK and REMAIN VAA and VAR,NA
2424,ecv2020,2424,A cause de ma propre n�gligence,Because of my own negligence,NA
2425,ecv2020,2425,Vaccin vaccin�s mais pas de fiches,Vaccinated but no records,NA
2426,ecv2020,2426,Vient d'avoir  6 mois,Just turned 6 months old,NA
2427,ecv2020,2427,CRAINTE DE CORONA,FEAR OF CORONA,NA
2428,ecv2020,2428,Demande aux infirmi�rs,Ask the nurses,NA
2429,ecv2021,2429,LE VACCIN ROTA N'EST PAS ECRIT SUR LA FICHE NI COCHE,THE ROTA VACCINE IS NOT WRITTEN ON THE FORM NOR CHECKED OFF,NA
2430,ecv2020,2430,J'�tais malade,I was sick.,NA
2431,ecv2020,2431,MANQUE D'ARGENT,LACK OF MONEY,NA
2432,ecv2020,2432,N'A PAS ENCORE ATTEINT 9 MOIS,HAS NOT YET REACHED 9 MONTHS,NA
2433,ecv2020,2433,Occupation de la mere,Mother's occupation,NA
2434,ecv2020,2434,En atteinte de VAR et VAA,Pending VAR and VAA,NA
2435,ecv2020,2435,Pas encore 9mois pour le VAR,Not yet 9 months for the VAR,NA
2436,ecv2020,2436,N�GLIGENCE DE PARENT,Parental negligence,NA
2437,ecv2020,2437,Encore de 9 mois,Another 9 months,NA
2438,ecv2020,2438,LE VACCIN EN COURS,THE VACCINE IN PROGRESS,NA
2439,ecv2021,2439,VENANT DANS LE MINE DE DIAMANT,COMING INTO THE DIAMOND MINE,NA
2440,ecv2020,2440,L' �ge non requis,Age not required,NA
2441,ecv2021,2441,CHANGEMENT DU MILIEU,CHANGE OF ENVIRONMENT,NA
2442,ecv2021,2442,J ETAIS AU CHAMPS,I was in the fields.,NA
2443,ecv2021,2443,NOUS HABITIONS NOS CAMPEMENTS ET C'EST DÉCEMBRE DERNIER QUE NOUS SOMMES SORTIS,WE LIVED IN OUR CAMPS AND IT WAS LAST DECEMBER THAT WE LEFT,NA
2444,ecv2020,2444,N'a pas entendu le message de sensibilisation,Did not hear the awareness message,NA
2445,ecv2021,2445,MANQUE DE TEMPS PAR LA MERE GARDIENNE,LACK OF TIME BY THE CARETAKER MOTHER,NA
2446,ecv2022,2446,DEPLACEMENT POUR LE DEUIL,Travel for mourning,NA
2447,ecv2021,2447,PASDE MOTIF,NO REASON,NA
2448,ecv2022,2448,RUPTURE VPO,VPO rupture,NA
2449,ecv2020,2449,D�C�S DU PERE,DEATH OF THE FATHER,NA
2450,ecv2020,2450,NEGLIGENCE DE LAMAMAN,NEGLIGENCE OF THE MOTHER,NA
2451,ecv2020,2451,LA MAMAN TROP OCCUP�,THE TOO BUSY MOTHER,NA
2452,ecv2022,2452,DECLARE AVOIR VACCINE SON ENFANT,DECLARE HAVING VACCINATED HIS/HER CHILD,NA
2453,ecv2020,2453,RESTE TROISI�ME DOSE,THIRD DOSE REMAINS,NA
2454,ecv2021,2454,IGNORANCE DE RENDEZ VOUS,IGNORING APPOINTMENTS,NA
2455,ecv2020,2455,Probl�me de mutation pour la m�re et absence de carte a handicape la poursuite .,Mutation issue for the mother and lack of disability card hinders the continuation.,NA
2456,ecv2022,2456,A CAUSE DE LA MIGRATION,Because of the migration,NA
2457,ecv2020,2457,"Dans ce village, avant de donner le vaccin aux enfants,on fait passer le communiqu�, si le communiqu� n'est pas pass� on n'am�ne pas les enfants au centre, c'est �a la raison","In this village, before giving the vaccine to the children, the announcement is made; if the announcement is not made, the children are not brought to the center. That is the reason.",NA
2458,ecv2021,2458,IGNORANCE DES PARENTS,PARENTS' IGNORANCE,NA
2459,ecv2020,2459,ELLE �TAIT EN VOYAGE ( LA MAMAN),SHE WAS ON A TRIP (THE MOTHER),NA
2460,ecv2022,2460,PAS D'INFORMATIONS SUR LA VACCINATION,NO INFORMATION ABOUT VACCINATION,NA
2461,ecv2020,2461,TOUTE LA FAMILLE ETAIT AU CAMPEMENT L'ENFANT UN LONG MOMENT,THE WHOLE FAMILY WAS AT THE CAMP FOR A LONG TIME,NA
2462,ecv2021,2462,CHANGEMENT DU MILIEUX,CHANGE OF ENVIRONMENT,NA
2463,ecv2020,2463,Il � encore 7 mois,There are still 7 months.,NA
2464,ecv2020,2464,CELLA EST DU A SON AGE ELLE A SEULEMENT 8MOIS,"This is due to her age, she is only 8 months old.",NA
2465,ecv2020,2465,EN ATTENTE DES AUTRES ENFANTS  POUR VAR ET VAA,WAITING FOR OTHER CHILDREN FOR VAR AND VAA,NA
2466,ecv2020,2466,Selon la m�re le b�b� a re�u une seule dose de rota et doit compl�ter son dernier programme de VAA et var,"According to the mother, the baby received only one dose of rotavirus and needs to complete the last schedule of MMR and varicella.",NA
2467,ecv2020,2467,EN COURS DE SON CALENDRER,IN THE COURSE OF HIS/HER SCHEDULE,NA
2468,ecv2020,2468,D�but de la pand�mie de corona virus,Start of the coronavirus pandemic,NA
2469,ecv2020,2469,M�RE NEGLIGE LES S�ANCES DE VACCINATION,MOTHER NEGLECTS VACCINATION SESSIONS,NA
2470,ecv2020,2470,OUBLIER LE RENDEZ VOUS,FORGET THE APPOINTMENT,NA
2471,ecv2021,2471,PEUR DU CORONA,FEAR OF CORONA,NA
2472,ecv2020,2472,TRAVAUX DU CHAMPS,FIELD WORK,NA
2473,ecv2020,2473,L'enfant n'as pas encore atteint 9mois,The child has not yet reached 9 months.,NA
2474,ecv2020,2474,A 6 mois,At 6 months,NA
2475,ecv2021,2475,JEVU LES ENFANTS MOURIRE,I WANT THE CHILDREN TO DIE,NA
2476,ecv2021,2476,LE CENTRE A FERME SUITE AU MOUVEMENT DE GREVE DES INFIRMIERS,THE CENTER CLOSED DUE TO THE NURSES' STRIKE.,NA
2477,ecv2021,2477,Mere declare que l'enfant est complètement vacciner,Mother states that the child is fully vaccinated.,NA
2478,ecv2021,2478,DEPLACEMENT PROLONGÉ  DE LA MERE,PROLONGED DISPLACEMENT OF THE MOTHER,NA
2479,ecv2021,2479,ENFANT NÉ LOIN DU CS,Child born far from the health center,NA
2480,ecv2020,2480,L'ENFANT N'AS PAS PAS ENCORE TOTALISE NEUF MOIS,THE CHILD HAS NOT YET REACHED NINE MONTHS,NA
2481,ecv2022,2481,UNE  ANNEE  SANS VACCINATION,A YEAR WITHOUT VACCINATION,NA
2482,ecv2020,2482,"Les enfants rentre avec des maladie de la vaccination, est des effet second�rent de la vaccination","Children return with illnesses from the vaccination, and with side effects from the vaccination.",NA
2483,ecv2020,2483,ELLE N'EST PAS INFORMEE DU RENDEZ VOUS,SHE IS NOT AWARE OF THE APPOINTMENT,NA
2484,ecv2020,2484,Rumeur,Rumor,NA
2485,ecv2022,2485,NEE ET VIE DANS LE MARRAIN AVEC SE PARENTS QUI FONT LEURS PECHES ET NE S'INTERSSE PAS A LA VACCINATION,BORN AND LIVING IN THE COUNTRYSIDE WITH HER PARENTS WHO ARE FISHERMEN AND ARE NOT INTERESTED IN VACCINATION,NA
2486,ecv2020,2486,MAMAN TOUJOURS AU CHAMP( NEGLIGENCE),MOTHER ALWAYS IN THE FIELD (NEGLIGENCE),NA
2487,ecv2020,2487,ELLE N'EST PAS INFORM�E SUR LE VACCIN DE ROUTINE,SHE IS NOT INFORMED ABOUT THE ROUTINE VACCINE,NA
2488,ecv2020,2488,EN D�PLACEMENT POUR UN VILLAGE LOINTAIN,ON THE MOVE TO A DISTANT VILLAGE,NA
2489,ecv2020,2489,"Car elle n,a pas accouch� ici",Because she did not give birth here.,NA
2490,ecv2020,2490,N'a pas re�u var et vaa,Did not receive var and vaa,NA
2491,ecv2022,2491,CONFINEMENT,Confinement,NA
2492,ecv2020,2492,Enfant a moins de 9mois pour le VAR et VAA,Child under 9 months for VAR and VAA,NA
2493,ecv2021,2493,PEUR  DES EFFETS  SECONDAIRES,FEAR OF SIDE EFFECTS,NA
2494,ecv2022,2494,OUBLIE DE LA MÈRE D'ALLER À LA VACCINATION,FORGOT MOTHER TO GO TO THE VACCINATION,NA
2495,ecv2022,2495,TRAVAUX CHAMPETRES AU CAMPEMENT,FIELD WORK AT THE CAMP,NA
2496,ecv2020,2496,PAS DE VACCINATION PENDANT LE CONFINEMENT,NO VACCINATION DURING LOCKDOWN,NA
2497,ecv2020,2497,MANQUE DE CARTE POUR BIEN SUIVRE NOS RENDEZ VOUS,LACK OF SCHEDULE TO PROPERLY FOLLOW OUR APPOINTMENTS,NA
2498,ecv2020,2498,ON ATTEND L'�GE DE 9MOIS POUR D'AUTRES VACCINS.,WE WAIT UNTIL 9 MONTHS OF AGE FOR OTHER VACCINATIONS.,NA
2499,ecv2020,2499,FAUTE DE TEMPS ET D'INFORMATIONS,LACK OF TIME AND INFORMATION,NA
2500,ecv2021,2500,MÈRE TROP OCCUPÉE,Overworked Mother,NA
2501,ecv2021,2501,DEPLACEMENT  ET  ABSENCE DE LA MERE,MOVEMENT AND ABSENCE OF THE MOTHER,NA
2502,ecv2020,2502,MAMAN ETAIT DU COTE DU FLEUVE LE JOUR DE LA VACCINATION,MOM WAS BY THE RIVER ON THE DAY OF THE VACCINATION,NA
2503,ecv2021,2503,REFUS  DE VACCINATION DÈS  ENFANTS PAR LES MAMAN POUR RAISON DE COVID 19.,REFUSAL OF VACCINATION FOR CHILDREN BY MOTHERS DUE TO COVID-19.,NA
2504,ecv2020,2504,D�PLACEMENT DE LA MERE AVEC SON ENFANT,MOVEMENT OF THE MOTHER WITH HER CHILD,NA
2505,ecv2020,2505,"LA MERE DECLARE QUE L'ENFANT ETAIT COMPL�TEMENT VACCINNE, MAIS L'INFIRMIER N'A RIEN NOTE","THE MOTHER STATES THAT THE CHILD WAS COMPLETELY VACCINATED, BUT THE NURSE DIDN'T NOTE ANYTHING.",NA
2506,ecv2021,2506,ENFANT ETAIT EN VOYAGE AVEC SA MERE,CHILD WAS TRAVELING WITH HIS MOTHER,NA
2507,ecv2020,2507,TRAVAUX CHAMP�TRES,Fieldwork,NA
2508,ecv2020,2508,EN ATTENTE DU PROCHAIN RENDEZ VOUS,WAITING FOR THE NEXT APPOINTMENT,NA
2509,ecv2020,2509,ON REPORTE  SI VOUS N'AVAIT PAS ATTEINT LE NOMBRE 10,WE POSTPONE IF YOU HAVE NOT REACHED THE NUMBER 10,NA
2510,ecv2020,2510,L'enfant n'a pas encore totalis� 9 mois.,The child is not yet 9 months old.,NA
2511,ecv2020,2511,DEBUT VACCIN EN RETARD ET N'A PAS TOTALISE 9MOIS,VACCINE START DELAYED AND HAS NOT REACHED 9 MONTHS,NA
2512,ecv2020,2512,Attend 9 mois pour le VAA et VAR,Wait 9 months for the VAA and VAR.,NA
2513,ecv2020,2513,RESTE LA DRRNIERE VACCINATION,REMAIN THE LAST VACCINATION,NA
2514,ecv2020,2514,LES PRESTATAIRES NE RESPECTENT PAS L'ORDRE D'ARRIVER,THE SERVICE PROVIDERS DO NOT RESPECT THE ORDER OF ARRIVAL,NA
2515,ecv2021,2515,NON INFORMATION DE LA MÈRE SUR VACCINATION DE ROUTINE OU CPS,NO INFORMATION FROM THE MOTHER ON ROUTINE VACCINATION OR CPS,NA
2516,ecv2021,2516,NEGLIGENCE DE  PARENTS,PARENTAL NEGLIGENCE,NA
2517,ecv2020,2517,LA M�RE N'A PAS LE TEMPS D'AMENER L'ENFANT AU CENTRE,THE MOTHER DOESN'T HAVE TIME TO BRING THE CHILD TO THE CENTER,NA
2518,ecv2020,2518,La vaccination est souvent organis�e quand je suis dans les Campements agricoles,Vaccination is often organized when I am in the agricultural camps.,NA
2519,ecv2021,2519,SANS RAISON VALABLE,WITHOUT VALID REASON,NA
2520,ecv2020,2520,"L""""""""ENFANT EST EN COURS DE VACCINATION",THE CHILD IS BEING VACCINATED,NA
2521,ecv2020,2521,JE MANQUAIS D' AUTRES RENDEZ VOUS PARCE QUE JE VOYAGEAIS BEAUCOUP AVEC MON MARI,I MISSED OTHER APPOINTMENTS BECAUSE I TRAVELED A LOT WITH MY HUSBAND,NA
2522,ecv2020,2522,Machine refuse les dates,Machine rejects the dates,NA
2523,ecv2020,2523,Voyage � repetition,Repetitive journey,NA
2524,ecv2021,2524,MAMAN ETAIT EN DÉPLACEMENT,MOM WAS AWAY ON A TRIP,NA
2525,ecv2022,2525,EXODE MILITAIRE,Military Exodus,NA
2526,ecv2022,2526,VOYAGE FAMILIAL,Family trip,NA
2527,ecv2020,2527,Les infirmiers l'ont fait rentrer que l'enfant ne re�oit plus les vaccins,The nurses made him come in so that the child no longer receives the vaccines.,NA
2528,ecv2021,2528,Personnel en greve depuis plus de 4 mois.,Staff on strike for over 4 months.,NA
2529,ecv2021,2529,DEPLACEMENT CAUSE PAR LA GUERRE,DISPLACEMENT CAUSED BY WAR,NA
2530,ecv2020,2530,Assez souvent il y a rupture des antig�nes ou les prestataires sont absents.,Quite often there is a shortage of antigens or the providers are absent.,NA
2531,ecv2021,2531,IL A REÇU MAIS RIEN NE MENTIONNÉ SUR LA CARTE,HE RECEIVED IT BUT NOTHING MENTIONED ON THE CARD,NA
2532,ecv2022,2532,ÉPROUVER,Experience,NA
2533,ecv2020,2533,VERONIQUE N'EST PEUX PAS RECEVOIR LE VAA ET LE VAR ;VU SON AGE,VERONIQUE CANNOT RECEIVE THE VAA AND THE VAR; GIVEN HER AGE,NA
2534,ecv2020,2534,MERE NE CONNAIT PAS,MOTHER DOES NOT KNOW,NA
2535,ecv2021,2535,FAMILLE  EN DEPLACEMENT,Family in transit,NA
2536,ecv2020,2536,FATIGUE DE LA MERE,Mother's fatigue,NA
2537,ecv2020,2537,ACCOUCHEMENT A DOMICILE SUITE IMPOSSIBILIT�,HOME BIRTH DUE TO IMPOSSIBILITY,NA
2538,ecv2021,2538,DISPONIBILITÉ DE VACCIN,VACCINE AVAILABILITY,NA
2539,ecv2020,2539,D'AUTRES VACCIN A 9MOIS,ANOTHER VACCINE AT 9 MONTHS,NA
2540,ecv2021,2540,DEPLACEMENT DES PARENTS POUR CULTIVER,PARENTS' TRAVEL FOR FARMING,NA
2541,ecv2022,2541,"LE VACCIN EST UNE HISTOIRE DE 666 ,UNE HISTOIRE SORCIERE,AUSSI LES EFFETS SECONDAIRES DES VACCIN FONT PEURS","THE VACCINE IS A STORY OF 666, A WITCHCRAFT STORY, ALSO THE SIDE EFFECTS OF VACCINES ARE SCARY",NA
2542,ecv2020,2542,ELLE �TAIT GRAVEMENT MALADE PLUS 1AN,SHE WAS SERIOUSLY ILL FOR MORE THAN 1 YEAR,NA
2543,ecv2022,2543,PAS MOI QUI DONNE LE VACCIN,NOT ME WHO GIVES THE VACCINE,NA
2544,ecv2022,2544,FATIGUE DE LA MERE,Fatigue of the mother,NA
2545,ecv2020,2545,Je n'aime pas les vaccins,I don't like vaccines.,NA
2546,ecv2021,2546,MANQUE D' INFORMATION,LACK OF INFORMATION,NA
2547,ecv2021,2547,ENLISEMENT A LA CONVICTION RELIGIEUSE,STAGNATION IN RELIGIOUS CONVICTION,NA
2548,ecv2020,2548,AGE INF�RIEUR POUR RECEVOIR LES VACCINS DE 9 MOIS,MINIMUM AGE TO RECEIVE THE 9-MONTH VACCINES,NA
2549,ecv2022,2549,ON NA PAS SENSIBILISE,WE DIDN'T RAISE AWARENESS,NA
2550,ecv2020,2550,ILS �TAIENT DANS LA FOR�T,THEY WERE IN THE FOREST,NA
2551,ecv2022,2551,LE VOYAGE DE LA MAMAN,THE MOTHER'S JOURNEY,NA
2552,ecv2020,2552,REFUS DE LA M�RE POUR DISCOURTOISIE DU PERSONNEL,REFUSAL OF THE MOTHER DUE TO DISCOURTESY OF THE STAFF,NA
2553,ecv2020,2553,L'ENFANT N'A PAS ENCORE TOTALISE DE 9 MOIS,THE CHILD HAS NOT YET REACHED 9 MONTHS,NA
2554,ecv2020,2554,DEJA PRIS LES 4 DOSE,ALREADY TAKEN THE 4 DOSES,NA
2555,ecv2021,2555,GRÈVE  DES INFIRMIERS,Nurses' Strike,NA
2556,ecv2022,2556,DEPLACEMENT DE LA MAMAN SUITE AU DIVORCE,MOTHER'S MOVE FOLLOWING DIVORCE,NA
2557,ecv2020,2557,VOYAGE DE LA MERE ET CALENDRIER VACCINALE EN COURS,TRAVEL OF THE MOTHER AND CURRENT VACCINATION SCHEDULE,NA
2558,ecv2020,2558,L'ENFANT N'A PAS ENCORE ATTEINT L'AGE POUR �TRE MAXIMISER SA VACCINATION.,The child has not yet reached the age to maximize their vaccination.,NA
2559,ecv2021,2559,NIGLIGEANCE,Negligence,NA
2560,ecv2022,2560,L'ENFANT N'A JAMAIS ÉTÉ VACCINÉ DEPUIS SA NAISSANCE,THE CHILD HAS NEVER BEEN VACCINATED SINCE BIRTH,NA
2561,ecv2020,2561,Pas encore l age requis pour les prochains vaccins,Not yet the required age for the next vaccines,NA
2562,ecv2020,2562,Nous vivons dans un milieu trop reculer,We live in a very remote area.,NA
2563,ecv2022,2563,DEPLACEMENT DU MENAGE SUITE A L'INSÉCURITÉ,Household Displacement Due to Insecurity,NA
2564,ecv2022,2564,ATTEINDRE AU MOINS 10 ENFANTS POUR AVOIR LE VACCIN,REACH AT LEAST 10 CHILDREN TO GET THE VACCINE,NA
2565,ecv2021,2565,NOMBRE INSUFFISANT DES MÈRES AFIN D’OUVRIR LE FLACON DE VACCIN,Insufficient number of mothers to open the vaccine vial,NA
2566,ecv2022,2566,LA PEUR,FEAR,NA
2567,ecv2020,2567,NEGLIGENCE DE LA FAMILLE,NEGLIGENCE OF THE FAMILY,NA
2568,ecv2022,2568,ENFANT A PRIS TOUS LES VACCINS,CHILD HAS RECEIVED ALL THE VACCINATIONS,NA
2569,ecv2022,2569,LA FATIGE,FATIGUE,NA
2570,ecv2020,2570,Pas de r�ponse,No response,NA
2571,ecv2020,2571,LE PAPA ETAIT TRES MALADE IL Y AVAIT PAS D'ARGENT APRES ILS SE SONT DIT COMME 9MOIS EST PASSE CE NE PLUS IMPORTANT DE RENTRER,THE FATHER WAS VERY SICK THERE WAS NO MONEY AFTERWARDS THEY SAID TO THEMSELVES THAT SINCE 9 MONTHS HAD PASSED IT WAS NO LONGER IMPORTANT TO RETURN,NA
2572,ecv2020,2572,Manque d information,Lack of information,NA
2573,ecv2022,2573,MANQUE DE 300FC EXIGE A CHAQUE PESE,SHORTAGE OF 300FC REQUIRED AT EACH WEIGHING,NA
2574,ecv2021,2574,VACCIN DONNE DES MALADIES,VACCINE GIVES DISEASES,NA
2575,ecv2020,2575,Rumer sur COVID-19,Rumor about COVID-19,NA
2576,ecv2020,2576,La m�re en voyage,The mother on a trip,NA
2577,ecv2020,2577,Indisponibilit� de la m�re et parfois ne suit pas la sensibilisation,Unavailability of the mother and sometimes does not follow awareness campaigns,NA
2578,ecv2021,2578,SUITE A LA MALADIE DE SON PERE,Following her father's illness,NA
2579,ecv2020,2579,MANQUE D ARGENT,LACK OF MONEY,NA
2580,ecv2020,2580,PAS LE TEMPS,NO TIME,NA
2581,ecv2020,2581,D�placement dans les campements agricoles.,Travel to agricultural camps.,NA
2582,ecv2021,2582,GREVE INFIRMIER,Nurse Strike,NA
2583,ecv2020,2583,Negligence de la mere,Negligence of the mother,NA
2584,ecv2020,2584,LES VACCINATEURS NE VIENNENT PLUS VERS NOUS.,THE VACCINATORS NO LONGER COME TO US.,NA
2585,ecv2020,2585,RUPTURE DE VACCIN AU CENTRE,VACCINE SHORTAGE AT THE CENTER,NA
2586,ecv2020,2586,Il attend aussi le rendez vous de 9 mois,He is also waiting for the 9-month appointment.,NA
