survey,random_order,reason,translation,roy_categorized
ecv2021,1654,Maman  en voyage  avec l'enfant,,
ecv2020,1655,Je n'ai pas suivi la sensibilisation des relais communautaires,,
ecv2020,1656,L'enfant est Moins de 9 mois,,
ecv2020,1657,CONFINEMENT,,
ecv2020,1658,MUTATION DE SON PERE,,
ecv2021,1659,TRÈS  OCCUPÉE,,
ecv2020,1660,D�PLACEMENT DES PARENT VERS CHAMP,,
ecv2020,1661,LA FAMILLE ETAIT AU CAMPEMENT,,
ecv2020,1662,PERTE DE LA CARTE DE VACCINATION,,
ecv2020,1663,PAS TOUJOURS DE VACCIN AU CENTRE,,
ecv2020,1664,DAVID n'a pas encore atteint 9mois pour recevoir VAR et VAA,,
ecv2020,1665,Pas de carte et pas atteint 9mois,,
ecv2020,1666,NEGLIBENCE,,
ecv2020,1667,Jeune age,,
ecv2020,1668,AUCUNE CAMPAGNE N'A ETE ORGANIS�E DEPUIS LA NAISSANCE DU B�B�,,
ecv2020,1669,Les activit�s du champs,,
ecv2021,1670,MANQUE DE MOYEN POUR LA VACCINATION,,
ecv2021,1671,NE SAVAIT PAS QUE JE DEVAIS RENTRER POUR PLUSIEURS FOIS.,,
ecv2020,1672,Par manque de document qui notifie le vaccin,,
ecv2020,1673,ENFANT MOIN DE 9MOIS POURSUIT LE CALENDRIER VACCINAL,,
ecv2020,1674,Les parents habitent la foret,,
ecv2020,1675,D�PLACEMENT FAMILIAL POUR SOINS M�DICAUX DE L'ENFANT,,
ecv2020,1676,Son calendrier est en cours,,
ecv2020,1677,CROYANCE RELIGIEUSE,,
ecv2021,1678,ENFANT ABANDONNE A LA NAISSANCE PAR SA MERE,,
ecv2020,1679,PAS D'INFORMATION SUR LE LIEU DE LA VACCINATION,,
ecv2022,1680,MERE ETAIT EN VOYAGES,,
ecv2021,1681,GRÈVE DES AGENTS DE SANTÉ,,
ecv2020,1682,N'a pas encore l'�ge,,
ecv2020,1683,"VACCINATION EN COURS
N'ATTEND QUE LE VAA ET VAR
PAS DE CAMPAGNE DE VACCINATION DEPUIS LA NAISSANCE DE L'ENFANT",,
ecv2020,1684,L'enfant ne tomb� pas malade,,
ecv2020,1685,Insuffisance de la sensibilisation,,
ecv2020,1686,Doit compl�ter le calendrier en VAA et  VAR,,
ecv2021,1687,IL A TOUT RECU,,
ecv2021,1688,RUPTURE DE STOCK  DE BCG,,
ecv2020,1689,MOINS 9MOIS,,
ecv2020,1690,MERE ABSENTE LE JOUR DE LA VACCINATION,,
ecv2022,1691,DÉMÉNAGEMENT DE LA MÈRE,,
ecv2022,1692,LE VOYAGE,,
ecv2020,1693,Les vaccins donnent des maladies aux enfants.,,
ecv2020,1694,"Le jour de vaccination ,on cherche Quoi manger",,
ecv2021,1695,Sans réponse,,
ecv2021,1696,DÉMÉNAGEMENTS,,
ecv2021,1697,MAMAN  S'ÉTAIT  DÉPLACÉE  AVEC L'ENFANT,,
ecv2020,1698,CRAINDRE CORONA,,
ecv2020,1699,L ENFANT A ENCORE 7 MOIS,,
ecv2020,1700,SES PARENTS N'ONT PAS DONN� LA RAISON DE LA NON VACCINATION DE L'ENFANT,,
ecv2020,1701,ELLE PRIS TOUT LES VACCINS,,
ecv2020,1702,Accouchement �  domicile au champ et enfant moins de 9 mois pour VAR,,
ecv2020,1703,Changement des milieux de vie,,
ecv2022,1704,REPORT POUR L'ADMINISTRATION EN BCG,,
ecv2020,1705,JE SUIS ALL� AU CHAMP QUAND LES VACCINATEURS SONT PASS�S ..,,
ecv2020,1706,ATTEND LE VACCIN DE 9 MOIS,,
ecv2020,1707,PEUR QUE SON FILS TOMBE ENCORE MALADE,,
ecv2020,1708,Mon fils a tout re�u,,
ecv2020,1709,D�M�NAGEMENT DE LA FAMILLE,,
ecv2020,1710,LE REFUS DU VACCIN EST DU AU REFUS DE L'IT DE LUI DONNER LA BOULLIE,,
ecv2020,1711,D�placement,,
ecv2020,1712,L'AGE DE L'ENFANT NE CORRESPOND PAS A L'AGE DE VACCIN,,
ecv2020,1713,MANQUE DE CARTE OU JETON POUR RESPECTE LES RENDEZ VOUS,,
ecv2020,1714,JE N' ACCEPTE PAS LES VACCINS INJECTABLES,,
ecv2021,1715,ILS SONT TRÈS SOUVENT DANS LE CAMPEMENT AVEC L’ENFANT,,
ecv2020,1716,"L,ENFANT MOINS DE 9 MOIS",,
ecv2020,1717,CRAINTE DU VACCIN ANTI COVID-19,,
ecv2020,1718,Depuis l'av�nement de corona virus le CS  n'a pas encore vaccine les enfants,,
ecv2021,1719,DÉPLACEMENT RÉGULIER DE TOUTE LA FAMILLE VERS LES CARRIÈRES MINIÈRES,,
ecv2020,1720,"OUBLI, N�GLIGENCE DE LA MERE",,
ecv2020,1721,MOINS  DE 9MOIS,,
ecv2020,1722,LE VACCIN INOCULE A L'ENFANT LE COVID-19,,
ecv2020,1723,ELLE A 6 MOIS,,
ecv2020,1724,L'ENFANT N'A PAS ENCORE �GE DE 9 MOIS,,
ecv2022,1725,ABSENCE D'UN ÉTABLISSEMENT DE SOINS ET DE SERVICE DE VACCINATION DE ROUTINE,,
ecv2020,1726,L 'ENFANT N'A PAS ENCORE 9 MOIS,,
ecv2022,1727,JE SUIS PARTI DE MUKENGE ET J AI OUBLIE LA SUITE DU VACCIN,,
ecv2022,1728,CV EN COURS,,
ecv2020,1729,"PAR OUBLI,
N�GLIGENCE",,
ecv2022,1730,INSTABILITE DE LA MÈRE,,
ecv2021,1731,PAS L'ARGENT,,
ecv2021,1732,LA MORT DE SON MARI A TOUT PERTURBÉ,,
ecv2020,1733,D�placement dans les carri�res,,
ecv2020,1734,Le papa refuse de vacciner ses enfants,,
ecv2020,1735,ON NOUS REMET PAS DES CARTE DE VACCINATION POUR BIEN SUIVRE NOS RENDEZ VOUS,,
ecv2020,1736,"Trop d'exigences de l'enseignement primaire, parfois certaines s�ances rat�es parce qu'on doit aller chercher le salaire � la TMB se trouvant � des kilom�tres avec beaucoup de processus",,
ecv2021,1737,ILS N’ONT PAS ECRIT,,
ecv2020,1738,MALADIES SUIVIE DU DECES DU PERE,,
ecv2020,1739,Reste la vaccins de 9mois seulement,,
ecv2021,1740,"RUMEUR, GREVE DES PRESTATAIRE",,
ecv2020,1741,ABSENCE DES ENFANTS QUI EMM�NE L'ENFANT � LA VACCINATION,,
ecv2021,1742,LES POSTOLOS REFUSENT LA VACCINATION,,
ecv2020,1743,RESTE SEULEMENT LE VACCIN DE 9 MOIS,,
ecv2020,1744,N�GLIGENCE D�S PARENTS,,
ecv2021,1745,OUBLIE DE LA DATE DU RENDEZ-VOUS DE LA VACCINATION PAR LA MERE,,
ecv2020,1746,M�RE ABSENTE LORS DES RENDEZ-VOUS,,
ecv2020,1747,PAS DE CARTE DE VACCINATION POUR SUIVRE NOS RENDEZ -VOUS,,
ecv2020,1748,L'ENFANT ETAIT EN VOYAGE,,
ecv2022,1749,MANQUE DE PRÉCISION,,
ecv2020,1750,LA MAMAN A OUBLI� LE RENDEZ-VOUS,,
ecv2020,1751,DJON N'EST PEUT PAS RECEVOIR VAA ET VAR VU SON AGE,,
ecv2020,1752,RESTE VAA,,
ecv2020,1753,Peur de COVID-19,,
ecv2021,1754,L'ENFANT ETAIT ABSENTE LORS DES SEANCES DE VACCINATION,,
ecv2020,1755,VOYAGE AVEC SA MERE,,
ecv2021,1756,LA NÉGLIGEANCE DES PARENTS,,
ecv2020,1757,TROP OCCUPE AU CHAMP,,
ecv2021,1758,MÈRE N'EST PAS INFORMÉE SUR VACCINATION DE ROUTINE,,
ecv2021,1759,NOUS RESTONS DANS LE CAMPEMENT POUR CULTIVER,,
ecv2020,1760,Pas d'argent,,
ecv2020,1761,NECLIGEANCE,,
ecv2020,1762,MOUVEMENT DE D�PLACEMENT  DE LA FAMILLE,,
ecv2021,1763,PARENTS ETAIENT EN VOYAGE,,
ecv2020,1764,PAS ATTEINT L AGE,,
ecv2022,1765,Vaccination en cours,,
ecv2021,1766,INSECURITE MENÉE PAR LA MILICE CODECO,,
ecv2020,1767,LE DEMENAGEMENT,,
ecv2021,1768,SUITE A L'INSECURITE,,
ecv2022,1769,NON MENTION DES DOSES PRISES SUR LA FICHE SELON LES DECLARATION DE LA MERE,,
ecv2020,1770,LA MAMAN EST TRES OCCUPE,,
ecv2022,1771,VACCINATEUR NON RESPECTUEUX,,
ecv2022,1772,ON DEMANDE ARGENT POUR SOIGNER LA FIEVRE CAUSEE PAR LE VACCIN,,
ecv2020,1773,Reste souvent � la campagne avec les enfants,,
ecv2020,1774,CAMPEMENT AU CHAMP TROP �LOIGN� DU CENTRE,,
ecv2020,1775,LA PARESSE  SEULEMENT,,
ecv2021,1776,MENAGE TROP MOBILE A CAUSE DE LA GUERRE,,
ecv2020,1777,ON ATTEND LA DATE DU RENDEZ-VOUS DU 9 MOIS,,
ecv2021,1778,MAUVAISE COMPETUDE DE LA FICHE,,
ecv2021,1779,A RECU SES VACCIN MAIS LA FICHE NON COMPLETEE,,
ecv2020,1780,Rumeurs,,
ecv2020,1781,ERREUR DANS LE REMPLISSAGE DU CARNET,,
ecv2020,1782,L'administration de rotavirus n'a pas ete effectue,,
ecv2020,1783,Les d�placements dans les carri�res,,
ecv2021,1784,IL A 7 MOIS D'AGE,,
ecv2022,1785,A CAUSE DE DEPLACEMENT DES PARENT,,
ecv2020,1786,S�PARATION TRES TOT AVEC SA M�RE,,
ecv2020,1787,RENDEZ-VOUS RAT� DE LA M�RE DE L'ENFANT,,
ecv2021,1788,MÈRE OCCUPÉ ET GRÈVE DES INFIRMIERS,,
ecv2020,1789,INSECURITE,,
ecv2021,1790,DEUIL  VOYAGE,,
ecv2020,1791,Il �tait sorti un peux avec sa maman,,
ecv2020,1792,Neg!igence de la m�re,,
ecv2021,1793,LE PERSONNEL DU CENTRE DE SANTÉ N A PAS MENTIONNÉ LA PRISE DE VACCIN SUR LA FICHE NON PLUS,,
ecv2020,1794,REFUS PAR MES BELLES SOEURS,,
ecv2020,1795,D�ficit de communication de prestataire pour rappeler la maman � revenir avec l'enfant pour recevoir le VPO 0,,
ecv2020,1796,ABSENCE DE PARENTS,,
ecv2020,1797,Moins de 9 moins.,,
ecv2021,1798,GUERRE DES ADFS À RÉPÉTITION,,
ecv2020,1799,JE ME DEPLACER,,
ecv2022,1800,DEPLACEMENT DE LA MAMAN D'UN VILLAGE A UN AUTRE,,
ecv2021,1801,DEPLACEMENT  TEMPORAIRE DE LA FAMILLE,,
ecv2020,1802,L'enfant a re�u tous les vaccins,,
ecv2020,1803,RUPTURE BCG,,
ecv2020,1804,"FI�VRES, ROUGEOLE, DIARRH�E",,
ecv2020,1805,Je n'aime pas  les vaccins injectables,,
ecv2020,1806,"LE,'ENFANT NA QUE 06 MOI",,
ecv2020,1807,PR�SENCE PROLONG�E DANS LE CAMPEMENT CHAMP�TRE TR�S �LOIGN� DU VILLAGE,,
ecv2020,1808,L'ENFANT N'AS ENCORE 9MOIS,,
ecv2020,1809,MANQUE DE SENSIBILISATION POUR LE VACCIN DE ROUTINE,,
ecv2022,1810,TOUTE LA FAMILLE ETAIT AU CHAMPS,,
ecv2022,1811,EN VOYAGE AVEC LE BEBE,,
ecv2020,1812,"QUAND LE VACCINATEUR PASSE, MOI JE SUIS D�J� PARTI AU CHAMP",,
ecv2021,1813,ELLE ETAIT HAS,,
ecv2021,1814,COVID,,
ecv2020,1815,L'enfant n� en Angola et n'a jamais re�u les vaccins depuis sa naissance . rentr� au Congo au mois d'avril 2020,,
ecv2021,1816,MAMA À VOYAGER,,
ecv2022,1817,PAS DE SENSIBILISATION,,
ecv2021,1818,Pas de precision sur rotavirus,,
ecv2021,1819,MANQUEMENT DES VACCINS,,
ecv2020,1820,Crainte de contamination au virus Ebola,,
ecv2021,1821,LEAS DATE  NON PAS ETAIS MATIONNE,,
ecv2022,1822,DECES  DE L'ENFANT APREZ VACCIN,,
ecv2020,1823,Elle n'a pas encore atteint l'�ge pour prendre toutes les vaccins,,
ecv2022,1824,EGLISE,,
ecv2022,1825,PAS D ARGENT POUR PAYE LE FRAIS DE CARTE,,
ecv2022,1826,MAMA EN VOYAGE,,
ecv2020,1827,N' A PAS 9 MOIS,,
ecv2022,1828,MANQUE D'INFORMATION POUR LE JOUR DE LA VACCINATION,,
ecv2020,1829,CRAINT LES PIQ�RES PARCE QUE �A REND MES ENFANTS MALADES,,
ecv2021,1830,RUPTURE DE STOCK,,
ecv2020,1831,ON ATTEND LE VACCIN DE 9 MOIS,,
ecv2020,1832,DEPLACEMENT DE LA MERE SON ENFANT EN FORET,,
ecv2020,1833,SOUVENT EN DEPLACEEMENT AU FLEU,,
ecv2020,1834,LES VACCINATEURS NE RESPECTE PAS LES RENDEZ VOUS DONN�ES DANS NOTRE VILLAGE,,
ecv2020,1835,ROTA 2 DATE : 7/2/2020,,
ecv2020,1836,MITATION,,
ecv2022,1837,MERE  NE PAS A MESURE DE REVENIR POUR LA DOSE,,
ecv2020,1838,MANGUE DU TEMP,,
ecv2020,1839,D�placement des parents dans les carres miniers,,
ecv2020,1840,"NEGLIGENCE DE LA M�RE,MUETTE",,
ecv2020,1841,"Ces t� la p�riode d'ebola,j'avais beaucoup des peurs",,
ecv2020,1842,Calendrier en cours pour VAAetVAR,,
ecv2021,1843,LES PARENTS NE L’ONT PAS ENCORE AMENE AU CS DEPUIS LEUR RETOUR AU PAYS,,
ecv2020,1844,D�PLACEMENT VERS LE VILLAGE ( BELLE-MERE),,
ecv2020,1845,"Quand j'ai donn� pour la premi�re fois les injections de vaccins � mon enfant, il a br�l� de fi�vre et personne ne nous est venue en aide. Voil� pourquoi je n'ai plus continu� � accepter de donner les vaccins injectables.",,
ecv2020,1846,"8 MOIS, PARTIELLEMENT VACCINEE",,
ecv2020,1847,La n�gligence de sa maman,,
ecv2021,1848,PAS DE VACCIN AU CENTE,,
ecv2020,1849,ON INTRODUIT LE VACCIN CONTRE LE CORONA,,
ecv2020,1850,ACCOUCHEMENT A DOMICILE PAR MANQUE DE CENTRE SUR PLACE,,
ecv2022,1851,NEGLIGENCE SEULEMENT,,
ecv2022,1852,DEPLACEMENT AU CAMPEMENT POUR LES TRAVAUX CHAMPÊTRES,,
ecv2020,1853,D�PLACEMENT VERS LE CHAMPS,,
ecv2020,1854,MANQUE DE MOTIVATION N�GLIGENCE,,
ecv2020,1855,"VPO1 29/01/2020;VPI 31/3/2020,VAR 24/7/2020;VAA 24/7/2020.",,
ecv2020,1856,OUBLIE ET N�GLIGENCES,,
ecv2021,1857,PAS DE SEANCE DE VACCINATION ORGANISEE AU VILLAGE DEPUIS PLUSIEURS MOIS,,
ecv2022,1858,GREVE DES PERSONNELS SOIGNANTS,,
ecv2020,1859,ELLE DOIT D'ABORD CHERCHER A MANGER,,
ecv2020,1860,DEPLACEMENT AUX CHAMPS,,
ecv2022,1861,NOMBRE D’ ENFANT INSUFFISSANT POUR OUVRIR LE VACCIN,,
ecv2020,1862,Je me  rends � l'�cole avec l'Enfant,,
ecv2020,1863,MORTS DU PERE,,
ecv2020,1864,Av�nement EBOLA,,
ecv2021,1865,ABANDONNE PAR SA MERE,,
ecv2020,1866,NOUS PASSONS TOUS NOTRE TEMPS AU CHAMPS,,
ecv2021,1867,MOUVEMENT DE LA MÈRE ET SON ENFANT À DES MILIEUX OÙ IL N'A PAS LA VACCINATION LOIN DES CENTRE DE SANTE,,
ecv2020,1868,Trop des sorties de la part des parents,,
ecv2020,1869,L ENFANT N A PAS FINI SON CALENDRIER,,
ecv2020,1870,MANQUE DE CARTE DE VACCINATION POUR RESPECTE LE RENDEZ VOUS,,
ecv2020,1871,L'enfant n'a que 6 mois et indisponibilit� de PCV13 3,,
ecv2020,1872,ATTENT DE SON RENDE-VOUS,,
ecv2020,1873,La femme est un peu distraite en ce qui concerne la vaccination des enfants,,
ecv2020,1874,"L'INFIRME TITULAIRE ( IT ) D'AIRE D� SANT� SWAMASANGU A REFUSE DE DONN�ES AUX ENFANTS DE LA VILLAGE MAMBAMBA LES VACCIN, POUR UNE CONFLIT D'UNE BICYCLETTE RE.CO",,
ecv2021,1875,GREVE INFIRMIERS,,
ecv2021,1876,"PAS D'ECHEC ,MON ENFANT A EU TOUT LE VACCIN",,
ecv2021,1877,JETAIS PARTI AU VILLAGE AU DEUIL DE MON PERE,,
ecv2020,1878,QUAND L'ENFANT FAIT LA FIEVRE APRES ETRE VACCINE LES INFIRMIERS NE VEULENT PAS NOUS DONNER DES PARACETAMOL GRATUITEMENT,,
ecv2021,1879,LA MÈRE EST PARTIE EN VOYAGE ET DELÀ L'ENFANT A SOUFFERT DE LA ROUGEOLE,,
ecv2020,1880,JE NE SUIS PAS SUFFISAMMENT INFORM�,,
ecv2020,1881,FI�VRE GRAVE,,
ecv2020,1882,CRAINT LES DEPENSES DES SOINS APRES LA VACCINATION DES ENFANTS,,
ecv2020,1883,DECES DU MARI,,
ecv2020,1884,"TRAVAUX CHAMP�TRES ,D�PLACEMENT FAMILIAL",,
ecv2020,1885,CRAINDRE LA COVID,,
ecv2020,1886,C'EST ENNUYANT DE SE PRESENTER AU CS CHAQUE FOIS,,
ecv2020,1887,D�cision de son p�re,,
ecv2020,1888,ILS Y AVAIT RUPTURE DE STOCK,,
ecv2021,1889,HABITANTS DU CAMPEMENT,,
ecv2021,1890,PAS DE RAISON,,
ecv2020,1891,LA FAMILLE ETAIT AU CAMPEMENT  PENDANT QUELQUES TEMPS,,
ecv2021,1892,LA PARESSE DE LA MERE DE L'ENFANT,,
ecv2021,1893,RUPTURES,,
ecv2022,1894,VOYAGE DE LA MERE POUR LA  PECHE,,
ecv2020,1895,Enfant moins,,
ecv2020,1896,"POUR CELUI DE 9MOIS,EST POUR CE MOIS",,
ecv2021,1897,DEPLACEMENT  DES PARENT'S,,
ecv2022,1898,LA GUERRE  DES ADF,,
ecv2020,1899,ENVIRON 3 MOIS QUE NOUS N'AVONS RE�US LES VACCINS,,
ecv2020,1900,PAR RAPPORT A SON AGE ELLE A SEULEMENT 6 MOIS,,
ecv2021,1901,DESINTERESSEMENT,,
ecv2022,1902,LA DATES ET VACCIN N’EST MENTIONER SUR LA CARTE,,
ecv2021,1903,ON NE SAIT PAS L’HORAIRE DE LA VACCINATION,,
ecv2020,1904,ABSENTE PENDANT LES DATES PREVUES DE VACCINATION,,
ecv2020,1905,ATTENDS PROCHAIN RENDEZ VOUS,,
ecv2020,1906,LES VACCINATEURS NE NOUS ONT PAS ENCORE APPEL�,,
ecv2020,1907,REFUS PERSONNEL DE LA MERE,,
ecv2020,1908,PAS DES VACCINS  QUELQUES FOIS,,
ecv2020,1909,MERE N'AIME PAS LE VACCIN DE GOUTTE DANS LA BOUCHE(VPO ET ROTA),,
ecv2022,1910,VOYAGE DE PARENT,,
ecv2020,1911,L'ENFANT N'A PAS E'CORE ATTEINT L'AGE DE 9 MOIS,,
ecv2020,1912,MANQUE VACCIN VAR ET VAA AU CS,,
ecv2020,1913,"LE VACCIN AVAIT PROVOQU� UNE GRAVE MALADIE A MON PETIT FR�RE, ET TOUTE LA FAMILLE A DECIDE NE PLUS DONNER LE VACCIN AUX ENFANTS",,
ecv2021,1914,CHANGEMENT D'ADRESSE,,
ecv2022,1915,NAISSANCE À DOMICILE,,
ecv2020,1916,L'ENFANT N'A PAS ENCORE PRIS SE TROISI�ME DOSE,,
ecv2021,1917,NOUS RESTONS SOUVENT DANS LE CAMPEMENT AVEC L’ENFANT,,
ecv2021,1918,ON DONNE PA LES PLUMPY NUT A MA FILLE ALORS J'AI REFUSEE  LA VACCINATION,,
ecv2021,1919,REFUS DE LA MERE DE L’ENFANT,,
ecv2020,1920,INSTABILITE,,
ecv2020,1921,Il y'a de fois o� nous sommes au champ et on vaccine a mon absence,,
ecv2020,1922,NE CONNA�T PAS L'ENDROIT OU SE DONNE LES VACCINS,,
ecv2020,1923,LES JOURS DES CACCINATIONS NE SONT PAS CONNUES,,
ecv2020,1924,"JE FAIS FUIRE MON ENFANT QUAND LE VACCINATEUR ARRIVE,  N�GLIGENCE, PAS DE COMMUNICATION",,
ecv2020,1925,L'accouchement a eu lieu � domicile ainsi on est rest� comme �a sans vaccin.,,
ecv2020,1926,Son p�re ne veut pas de la vaccination,,
ecv2020,1927,OUBLI ET N�GLIGENCE,,
ecv2020,1928,"La n�gligence et la paresse surtout de la maman qui ,lors de notre entretien elle n'a pas ignor� l'importance des vaccins, elle se dit trop occup�e pour la survie ,cause de cette vaccination quasi-nulle",,
ecv2020,1929,RAS,,
ecv2022,1930,MANQUE D’ARGENT,,
ecv2021,1931,LA MAMAN DE L'ENFANT ÉTAIT ÉPROUVÉE.,,
ecv2020,1932,Il reste beaucoup avec l' enfant a la for�t pour les travaux des champs,,
ecv2022,1933,INSECURITE CODECO,,
ecv2020,1934,ELLE RECEVRA LES AUTRES VACCIN A 9 MOIS,,
ecv2020,1935,Vu SON  AGE ISRAEL N'EST PEUT PAS RECEVOIR VAA ER LE VAR,,
ecv2020,1936,SEPARATION DU COUPLE,,
ecv2021,1937,OUBLIE DE LA DATE DU RENDEZ-VOUS DE LA VACCINATION PAR LA MERE POUR AMENER L'ENFANT,,
ecv2022,1938,MERE MALADE TRES LONGTEMPS,,
ecv2021,1939,L'IT  NE VI3NS PLUS VACCINE AU VILLAGE,,
ecv2021,1940,VACCINER NON COCHER,,
ecv2021,1941,ON N'AVAIT PAS LANCER LE COMMUNIQUÉ,,
ecv2020,1942,Habitudes � rester dans les campement,,
ecv2020,1943,"NEGLIGENCE DE LA MERE ,OUBLI AUSSI",,
ecv2021,1944,VOYAGE DE LA MERE ET L'ENFANT EN UGANDA,,
ecv2022,1945,NON PRISE EN CHARGE DES MANIFESTATIONS ADVERSES POST IMMUNISATION OU EFFETS SECONDAIRES DES VACCINS PAR LES PRESTATAIRES,,
ecv2021,1946,D AUTRES VACCINS MANQUENT,,
ecv2020,1947,On attend l'arriv�e des moustiquaires,,
ecv2020,1948,D�PLACEMENT D� AUX TRAVAUX DE CHAMP,,
ecv2020,1949,Le nouveau vaccin c est pour le corona virus,,
ecv2021,1950,INSECURITE DANS NOTRE VILLAGE DE WALA,,
ecv2022,1951,LE PAPA ETAIT MALADE,,
ecv2020,1952,IGNORANCE DE RESPECT DU CALENDRIER,,
ecv2021,1953,Parents indisponible,,
ecv2022,1954,ENFANT  A TOUT REÇU,,
ecv2020,1955,L'enfant n'a pas encore eu neuf mois pour recevoir tous les vaccins,,
ecv2020,1956,LA DATE DU RENDEZ VOUS N'EST PAS ARRIV�E.,,
ecv2020,1957,NOUS SOMMES SOUVENT DANS LA FORET,,
ecv2021,1958,"VOYAGE DE LA MERE,VACCIN COVID",,
ecv2020,1959,Occupation des champs.,,
ecv2020,1960,L'ENFANT A MOINS DE 9 MOIS,,
ecv2020,1961,L'enfant n'a que 7 mois,,
ecv2020,1962,L'INFIRMIER CONNAIT LES VACCINS ADONNER,,
ecv2020,1963,COVID 19,,
ecv2020,1964,PERTE DE FICHE DE VACCIN,,
ecv2021,1965,Demenagement vers Kananga,,
ecv2020,1966,PIQURE,,
ecv2021,1967,IL FAUT ATTENDRE LE NOMBRE D ENFANT POUR OUVRIR LE FLACON DE VACCIN,,
ecv2021,1968,IT NE M'A PAS PARLE,,
ecv2020,1969,MANQUE D'INTERET ET NEGLIGENCE DE LA PART DE SA MERE,,
ecv2020,1970,LA PARESSE ET L OUBLIE DE RENDEZ VOUS,,
ecv2020,1971,CHANGEMENT DE QUARTIER,,
ecv2020,1972,D�placement des parents et la n�gligence,,
ecv2020,1973,Fils n'a que 7 mois son calendrier vaccinal est en cours.,,
ecv2020,1974,EN COURS DE DON CALENDRIER VACCINAL,,
ecv2022,1975,ENFANT MALADE ET HOSPITALISE,,
ecv2020,1976,Pas assez des b�b�s pour ouvrir les vaccins,,
ecv2021,1977,NEGLIGEANCE ET GREVE DES INFIRMIERS,,
ecv2022,1978,LA VACCINATION NON CONSIGNEE DANS LA FICHE,,
ecv2021,1979,NEGLIGENCE DES PARENTS,,
ecv2021,1980,MERE EN VOYAGE AVEC L'ENFANT,,
ecv2020,1981,LE VACCIN CONTRE LE ROTAVIRUS N'Y �TAIT PAS,,
ecv2020,1982,DEMENAGEMENT,,
ecv2021,1983,DISTANCE,,
ecv2020,1984,L'ENFANT A PRIS TOUT LES VACCINS,,
ecv2022,1985,DATE NON INSCRIT SUR LA CARTE,,
ecv2021,1986,ONT  PEUR  DES  VACCIN  COVID,,
ecv2021,1987,MANQUE DE CONNAISSANCE  SUR  L IMPORTANCE DES VACCINS,,
ecv2020,1988,MALADIE COVID19,,
ecv2020,1989,LA MERE ET L'ENFANT ETAIENT EN DEPLACEMENT A LA FORET(POUR FAIRE LE CHAMP),,
ecv2022,1990,VOGAGE VERS LE DOMICILE DES PARENTS DU MARI,,
ecv2020,1991,L  ENFANT ETAIT MALADE,,
ecv2021,1992,SUITE AUX MULTIPLES DEPLACEMENTS DE LA MERE,,
ecv2020,1993,Absente dans le village lors des autres s�ances de vaccination,,
ecv2020,1994,L' enfant n' a pas rempli l'�ge pour compl�ter tous les vaccins,,
ecv2021,1995,OUBLIE PAR LES AGENTS DU CS DE COCHER SUR LA FICHE DE VACCATION,,
ecv2020,1996,PAS DE CONFIANCE SUR LE VACCIN,,
ecv2022,1997,BEAUCOUPS  DE DEPLACEMENNT SE LA3 PART  DES  PARENTS,,
ecv2021,1998,LA FAMILLE  SORTANT DE L'ANGOLA,,
ecv2020,1999,ON ATTEND LA DATE PREVUE,,
ecv2020,2000,MALADIE ET DECES DU CONJOINT,,
ecv2020,2001,ENFANT MOINS DE MOIS,,
ecv2020,2002,CALENDRIER EN COUR,,
ecv2020,2003,PARFOIS LE COMMUNIQU� NE PASSE PAS.,,
ecv2020,2004,SANS ADRESSE FIXE,,
ecv2020,2005,ENFANT MOINS DE 9 MOIS POUR RECEVOIR VAR ET VAA,,
ecv2020,2006,PARRESSE DE LA M�RE,,
ecv2021,2007,PÉRIODE DE LA PÈCHE COMMUNÉMENT APPELÉE (NDEKE ),,
ecv2020,2008,Voyage de la mere,,
ecv2020,2009,Jour du vaccin inconnu,,
ecv2021,2010,REFUS DE LA MERE A CAUSE DE LA FIEVRE,,
ecv2022,2011,GRÈVE DES PERSONNELS DE SANTÉ,,
ecv2021,2012,OUBLIE DE MENTIONNÉ SUR LA FICHE LES VACCINS DONNÉ À L’ENFANT,,
ecv2020,2013,LES INFIRMIERS DEMANDENT DE L'ARGENT POUR PRENDRE EN CHARGE L'ENFANT QUI TOMBE MALADE APRES LA VACCINATION,,
ecv2021,2014,CRÈVE  DES INFIRMIÈRS,,
ecv2020,2015,LA MAMAN DE L'ENFANT  ETE MALADE,,
ecv2020,2016,NEGLIGENCE DE LA MAMA,,
ecv2020,2017,LA PARESSE SEULEMENT,,
ecv2020,2018,LA M�R� NEGLIGEANTE,,
ecv2022,2019,NON FOCTIONALITE DU SERVICE DE CPS,,
ecv2022,2020,"DEMENAGEMENT, NE CONNAIT PAS LE RENDEZ-VOUS DANS L AS D'ACCUEIL",,
ecv2020,2021,L'ENFANT A ENCORE 6 MOIS,,
ecv2020,2022,L ENFANT N A  PAS ATTEINT 9MOIS,,
ecv2020,2023,FICHE ETAIT PERDU,,
ecv2020,2024,Le vaccin mauvais pour mes enfants.,,
ecv2020,2025,deformation de la sante,,
ecv2020,2026,La p�riode de la maladie des vaccins,,
ecv2020,2027,TOUJOURS AU CHAMP,,
ecv2020,2028,ETAIT DANS LE CHAMP,,
ecv2020,2029,ENCOUR,,
ecv2022,2030,FUITE FACE A LA GUERRE DE FATUNDU A BANDUNDU,,
ecv2022,2031,LE LIEU DE RESIDENCE N A PAS DE SERVICE DE VACCINATION,,
ecv2021,2032,PROBLÈME  DES GUERRES  VIENT  DE L'EST,,
